Pet Species,Breed,Past Diagnosis,Symptoms,Treatment,Future Disease
Dog,Labrador Retriever,Untreated Trauma,"Swelling, Difficulty moving",No treatment,Cruciate Ligament Rupture
Dog,Labrador Retriever,Arthritis,"Joint pain, Reduced mobility","Pain relievers, physical therapy",Cruciate Ligament Rupture
Dog,Labrador Retriever,Hip Dysplasia,"Limping, Stiffness","Joint supplements, weight management",Cruciate Ligament Rupture
Dog,Labrador Retriever,Arthritis,"Joint pain, Reduced mobility","Pain relievers, physical therapy",Cruciate Ligament Rupture
Dog,Labrador Retriever,Obesity,"Difficulty in walking, Fatigue","Diet plan, exercise",Cruciate Ligament Rupture
Dog,Labrador Retriever,Patellar Luxation,"Lameness, Painful joints","Physical therapy, surgery",Cruciate Ligament Rupture
Dog,Labrador Retriever,Patellar Luxation,"Lameness, Painful joints","Physical therapy, surgery",Cruciate Ligament Rupture
Dog,Labrador Retriever,Obesity,"Difficulty in walking, Fatigue","Diet plan, exercise",Cruciate Ligament Rupture
Dog,Labrador Retriever,Patellar Luxation,"Lameness, Painful joints","Physical therapy, surgery",Cruciate Ligament Rupture
Dog,Labrador Retriever,Untreated Trauma,"Swelling, Difficulty moving",No treatment,Cruciate Ligament Rupture
Dog,Labrador Retriever,Hip Dysplasia,"Limping, Stiffness","Joint supplements, weight management",Cruciate Ligament Rupture
Dog,Labrador Retriever,Hip Dysplasia,"Limping, Stiffness","Joint supplements, weight management",Cruciate Ligament Rupture
Dog,Labrador Retriever,Obesity,"Difficulty in walking, Fatigue","Diet plan, exercise",Cruciate Ligament Rupture
Dog,Labrador Retriever,Hip Dysplasia,"Limping, Stiffness","Joint supplements, weight management",Cruciate Ligament Rupture
Dog,Labrador Retriever,Patellar Luxation,"Lameness, Painful joints","Physical therapy, surgery",Cruciate Ligament Rupture
Dog,Labrador Retriever,Untreated Trauma,"Swelling, Difficulty moving",No treatment,Cruciate Ligament Rupture
Dog,Labrador Retriever,Patellar Luxation,"Lameness, Painful joints","Physical therapy, surgery",Cruciate Ligament Rupture
Dog,Labrador Retriever,Obesity,"Difficulty in walking, Fatigue","Diet plan, exercise",Cruciate Ligament Rupture
Dog,Labrador Retriever,Patellar Luxation,"Lameness, Painful joints","Physical therapy, surgery",Cruciate Ligament Rupture
Dog,Labrador Retriever,Patellar Luxation,"Lameness, Painful joints","Physical therapy, surgery",Cruciate Ligament Rupture
Dog,Labrador Retriever,Untreated Trauma,"Swelling, Difficulty moving",No treatment,Cruciate Ligament Rupture
Dog,Labrador Retriever,Patellar Luxation,"Lameness, Painful joints","Physical therapy, surgery",Cruciate Ligament Rupture
Dog,Labrador Retriever,Untreated Trauma,"Swelling, Difficulty moving",No treatment,Cruciate Ligament Rupture
Dog,Labrador Retriever,Arthritis,"Joint pain, Reduced mobility","Pain relievers, physical therapy",Cruciate Ligament Rupture
Dog,Labrador Retriever,Hip Dysplasia,"Limping, Stiffness","Joint supplements, weight management",Cruciate Ligament Rupture
Dog,Labrador Retriever,Hip Dysplasia,"Limping, Stiffness","Joint supplements, weight management",Cruciate Ligament Rupture
Dog,Labrador Retriever,Obesity,"Difficulty in walking, Fatigue","Diet plan, exercise",Cruciate Ligament Rupture
Dog,Labrador Retriever,Hip Dysplasia,"Limping, Stiffness","Joint supplements, weight management",Cruciate Ligament Rupture
Dog,Labrador Retriever,Hip Dysplasia,"Limping, Stiffness","Joint supplements, weight management",Cruciate Ligament Rupture
Dog,Labrador Retriever,Arthritis,"Joint pain, Reduced mobility","Pain relievers, physical therapy",Cruciate Ligament Rupture
Dog,Labrador Retriever,Obesity,"Difficulty in walking, Fatigue","Diet plan, exercise",Cruciate Ligament Rupture
Dog,Labrador Retriever,Patellar Luxation,"Lameness, Painful joints","Physical therapy, surgery",Cruciate Ligament Rupture
Dog,Labrador Retriever,Obesity,"Difficulty in walking, Fatigue","Diet plan, exercise",Cruciate Ligament Rupture
Dog,Labrador Retriever,Arthritis,"Joint pain, Reduced mobility","Pain relievers, physical therapy",Cruciate Ligament Rupture
Dog,Labrador Retriever,Arthritis,"Joint pain, Reduced mobility","Pain relievers, physical therapy",Cruciate Ligament Rupture
Dog,Labrador Retriever,Untreated Trauma,"Swelling, Difficulty moving",No treatment,Cruciate Ligament Rupture
Dog,Labrador Retriever,Patellar Luxation,"Lameness, Painful joints","Physical therapy, surgery",Cruciate Ligament Rupture
Dog,Labrador Retriever,Arthritis,"Joint pain, Reduced mobility","Pain relievers, physical therapy",Cruciate Ligament Rupture
Dog,Labrador Retriever,Patellar Luxation,"Lameness, Painful joints","Physical therapy, surgery",Cruciate Ligament Rupture
Dog,Labrador Retriever,Arthritis,"Joint pain, Reduced mobility","Pain relievers, physical therapy",Cruciate Ligament Rupture
Dog,Labrador Retriever,Obesity,"Difficulty in walking, Fatigue","Diet plan, exercise",Cruciate Ligament Rupture
Dog,Labrador Retriever,Arthritis,"Joint pain, Reduced mobility","Pain relievers, physical therapy",Cruciate Ligament Rupture
Dog,Labrador Retriever,Hip Dysplasia,"Limping, Stiffness","Joint supplements, weight management",Cruciate Ligament Rupture
Dog,Labrador Retriever,Arthritis,"Joint pain, Reduced mobility","Pain relievers, physical therapy",Cruciate Ligament Rupture
Dog,Labrador Retriever,Blepharitis,Swollen eyelids,Topical ointments,Distichiasis
Dog,Labrador Retriever,Conjunctivitis,Redness,Antibiotic eye drops,Distichiasis
Dog,Labrador Retriever,Conjunctivitis,Redness,Antibiotic eye drops,Distichiasis
Dog,Labrador Retriever,Eyelid Trauma,Swelling,Anti-inflammatory medication,Distichiasis
Dog,Labrador Retriever,Eyelid Trauma,Swelling,Anti-inflammatory medication,Distichiasis
Dog,Labrador Retriever,Dry Eye Syndrome,Redness,Artificial tears,Distichiasis
Dog,Labrador Retriever,Dry Eye Syndrome,Redness,Artificial tears,Distichiasis
Dog,Labrador Retriever,Blepharitis,Swollen eyelids,Topical ointments,Distichiasis
Dog,Labrador Retriever,Blepharitis,Swollen eyelids,Topical ointments,Distichiasis
Dog,Labrador Retriever,Conjunctivitis,Redness,Antibiotic eye drops,Distichiasis
Dog,Labrador Retriever,Conjunctivitis,Redness,None,Distichiasis
Dog,Labrador Retriever,Blepharitis,Swollen eyelids,None,Distichiasis
Dog,Labrador Retriever,Eyelid Trauma,Swelling,Anti-inflammatory medication,Distichiasis
Dog,Labrador Retriever,Eyelid Trauma,Swelling,Anti-inflammatory medication,Distichiasis
Dog,Labrador Retriever,Blepharitis,Swollen eyelids,Topical ointments,Distichiasis
Dog,Labrador Retriever,Dry Eye Syndrome,Redness,Artificial tears,Distichiasis
Dog,Labrador Retriever,Dry Eye Syndrome,Redness,Artificial tears,Distichiasis
Dog,Labrador Retriever,Conjunctivitis,Redness,Antibiotic eye drops,Distichiasis
Dog,Labrador Retriever,Blepharitis,Swollen eyelids,None,Distichiasis
Dog,Labrador Retriever,Blepharitis,Swollen eyelids,Topical ointments,Distichiasis
Dog,Labrador Retriever,Entropion,Eye irritation,Surgery,Distichiasis
Dog,Labrador Retriever,Eyelid Trauma,Swelling,Anti-inflammatory medication,Distichiasis
Dog,Labrador Retriever,Entropion,Eye irritation,Surgery,Distichiasis
Dog,Labrador Retriever,Eyelid Trauma,Swelling,Anti-inflammatory medication,Distichiasis
Dog,Labrador Retriever,Conjunctivitis,Redness,Antibiotic eye drops,Distichiasis
Dog,Labrador Retriever,Eyelid Trauma,Swelling,Anti-inflammatory medication,Distichiasis
Dog,Labrador Retriever,Entropion,Eye irritation,Surgery,Distichiasis
Dog,Labrador Retriever,Conjunctivitis,Redness,None,Distichiasis
Dog,Labrador Retriever,Blepharitis,Swollen eyelids,Topical ointments,Distichiasis
Dog,Labrador Retriever,Entropion,Eye irritation,Surgery,Distichiasis
Dog,Labrador Retriever,Eyelid Trauma,Swelling,Anti-inflammatory medication,Distichiasis
Dog,Labrador Retriever,Conjunctivitis,Redness,Antibiotic eye drops,Distichiasis
Dog,Labrador Retriever,Entropion,Eye irritation,Surgery,Distichiasis
Dog,Labrador Retriever,Conjunctivitis,Redness,Antibiotic eye drops,Distichiasis
Dog,Labrador Retriever,Blepharitis,Swollen eyelids,Topical ointments,Distichiasis
Dog,Labrador Retriever,Entropion,Eye irritation,None,Distichiasis
Dog,Labrador Retriever,Entropion,Eye irritation,Surgery,Distichiasis
Dog,Labrador Retriever,Entropion,Eye irritation,Surgery,Distichiasis
Dog,Labrador Retriever,Blepharitis,Swollen eyelids,Topical ointments,Distichiasis
Dog,Labrador Retriever,Eyelid Trauma,Swelling,Anti-inflammatory medication,Distichiasis
Dog,Labrador Retriever,Dry Eye Syndrome,Redness,Artificial tears,Distichiasis
Dog,Labrador Retriever,Blepharitis,Swollen eyelids,Topical ointments,Distichiasis
Dog,Labrador Retriever,Eyelid Trauma,Swelling,Anti-inflammatory medication,Distichiasis
Dog,Labrador Retriever,Eyelid Trauma,Swelling,Anti-inflammatory medication,Distichiasis
Dog,Labrador Retriever,Dry Eye Syndrome,Redness,Artificial tears,Distichiasis
Dog,Labrador Retriever,Blepharitis,Swollen eyelids,Topical ointments,Distichiasis
Dog,Labrador Retriever,Eyelid Trauma,Swelling,Anti-inflammatory medication,Distichiasis
Dog,Labrador Retriever,Entropion,Eye irritation,Surgery,Distichiasis
Dog,Labrador Retriever,Dry Eye Syndrome,Redness,Artificial tears,Distichiasis
Dog,Labrador Retriever,Conjunctivitis,Redness,Antibiotic eye drops,Distichiasis
Dog,Labrador Retriever,Eyelid Trauma,Swelling,Anti-inflammatory medication,Distichiasis
Dog,Labrador Retriever,Conjunctivitis,Redness,Antibiotic eye drops,Distichiasis
Dog,Labrador Retriever,Entropion,Eye irritation,Surgery,Distichiasis
Dog,Labrador Retriever,Eyelid Trauma,Swelling,Anti-inflammatory medication,Distichiasis
Dog,Labrador Retriever,Dry Eye Syndrome,Redness,Artificial tears,Distichiasis
Dog,Labrador Retriever,Entropion,Eye irritation,Surgery,Distichiasis
Dog,Labrador Retriever,Dry Eye Syndrome,Redness,Artificial tears,Distichiasis
Dog,Labrador Retriever,Conjunctivitis,Redness,Antibiotic eye drops,Distichiasis
Dog,Labrador Retriever,Blepharitis,Swollen eyelids,Topical ointments,Distichiasis
Dog,Labrador Retriever,Entropion,Eye irritation,Surgery,Distichiasis
Dog,Labrador Retriever,Entropion,Eye irritation,Surgery,Distichiasis
Dog,Labrador Retriever,Eyelid Trauma,Swelling,Anti-inflammatory medication,Distichiasis
Dog,Labrador Retriever,Dry Eye Syndrome,Redness,Artificial tears,Distichiasis
Dog,Labrador Retriever,Conjunctivitis,Redness,Antibiotic eye drops,Distichiasis
Dog,Labrador Retriever,Conjunctivitis,Redness,Antibiotic eye drops,Distichiasis
Dog,Labrador Retriever,Entropion,Eye irritation,None,Distichiasis
Dog,Labrador Retriever,Conjunctivitis,Redness,Antibiotic eye drops,Distichiasis
Dog,Labrador Retriever,Entropion,Eye irritation,None,Distichiasis
Dog,Labrador Retriever,Conjunctivitis,Redness,None,Distichiasis
Dog,Labrador Retriever,Conjunctivitis,Redness,Antibiotic eye drops,Distichiasis
Dog,Labrador Retriever,Conjunctivitis,Redness,Antibiotic eye drops,Distichiasis
Dog,Labrador Retriever,Dry Eye Syndrome,Redness,Artificial tears,Distichiasis
Dog,Labrador Retriever,Conjunctivitis,Redness,Antibiotic eye drops,Distichiasis
Dog,Labrador Retriever,Dry Eye Syndrome,Redness,None,Distichiasis
Dog,Labrador Retriever,Eyelid Trauma,Swelling,Anti-inflammatory medication,Distichiasis
Dog,Labrador Retriever,Entropion,Eye irritation,Surgery,Distichiasis
Dog,Labrador Retriever,Conjunctivitis,Redness,Antibiotic eye drops,Distichiasis
Dog,Labrador Retriever,Entropion,Eye irritation,Surgery,Distichiasis
Dog,Labrador Retriever,Dry Eye Syndrome,Redness,Artificial tears,Distichiasis
Dog,Labrador Retriever,Entropion,Eye irritation,None,Distichiasis
Dog,Labrador Retriever,Dry Eye Syndrome,Redness,Artificial tears,Distichiasis
Dog,Labrador Retriever,Dry Eye Syndrome,Redness,Artificial tears,Distichiasis
Dog,Labrador Retriever,Entropion,Eye irritation,Surgery,Distichiasis
Dog,Labrador Retriever,Eyelid Trauma,Swelling,Anti-inflammatory medication,Distichiasis
Dog,Labrador Retriever,Eyelid Trauma,Swelling,Anti-inflammatory medication,Distichiasis
Dog,Labrador Retriever,Eyelid Trauma,Swelling,Anti-inflammatory medication,Distichiasis
Dog,Labrador Retriever,Entropion,Eye irritation,Surgery,Distichiasis
Dog,Labrador Retriever,Entropion,Eye irritation,Surgery,Distichiasis
Dog,Labrador Retriever,Blepharitis,Swollen eyelids,Topical ointments,Distichiasis
Dog,Labrador Retriever,Dry Eye Syndrome,Redness,Artificial tears,Distichiasis
Dog,Labrador Retriever,Blepharitis,Swollen eyelids,Topical ointments,Distichiasis
Dog,Labrador Retriever,Dry Eye Syndrome,Redness,Artificial tears,Distichiasis
Dog,Labrador Retriever,Eyelid Trauma,Swelling,Anti-inflammatory medication,Distichiasis
Dog,Labrador Retriever,Conjunctivitis,Redness,Antibiotic eye drops,Distichiasis
Dog,Labrador Retriever,Entropion,Eye irritation,Surgery,Distichiasis
Dog,Labrador Retriever,Blepharitis,Swollen eyelids,Topical ointments,Distichiasis
Dog,Labrador Retriever,Conjunctivitis,Redness,Antibiotic eye drops,Distichiasis
Dog,Labrador Retriever,Entropion,Eye irritation,Surgery,Distichiasis
Dog,Labrador Retriever,Conjunctivitis,Redness,Antibiotic eye drops,Distichiasis
Dog,Labrador Retriever,Conjunctivitis,Redness,Antibiotic eye drops,Distichiasis
Dog,Labrador Retriever,Joint Trauma,"Swelling, Sudden Lameness","Rest, Pain Management",Osteochondritis Dissecans
Dog,Labrador Retriever,Elbow Dysplasia,"Pain, Joint Stiffness","Surgery, Anti-inflammatory Medications",Osteochondritis Dissecans
Dog,Labrador Retriever,Obesity,"Joint Strain, Decreased Mobility","Exercise, Weight Management",Osteochondritis Dissecans
Dog,Labrador Retriever,Growth Plate Injury,"Swelling, Limping","Splinting, Surgery",Osteochondritis Dissecans
Dog,Labrador Retriever,Growth Plate Injury,"Swelling, Limping","Rest, Splinting",Osteochondritis Dissecans
Dog,Labrador Retriever,Growth Plate Injury,"Limping, Swelling","Splinting, Rest",Osteochondritis Dissecans
Dog,Labrador Retriever,Elbow Dysplasia,"Joint Stiffness, Forelimb Lameness",Untreated,Osteochondritis Dissecans
Dog,Labrador Retriever,Joint Trauma,"Sudden Lameness, Pain","Pain Management, Rest",Osteochondritis Dissecans
Dog,Labrador Retriever,Joint Trauma,"Sudden Lameness, Pain","Pain Management, Rest",Osteochondritis Dissecans
Dog,Labrador Retriever,Obesity,"Decreased Mobility, Joint Strain","Exercise, Weight Management",Osteochondritis Dissecans
Dog,Labrador Retriever,Hip Dysplasia,"Limping, Difficulty Rising",Untreated,Osteochondritis Dissecans
Dog,Labrador Retriever,Joint Trauma,"Pain, Sudden Lameness","Rest, Pain Management",Osteochondritis Dissecans
Dog,Labrador Retriever,Elbow Dysplasia,"Joint Stiffness, Pain","Anti-inflammatory Medications, Surgery",Osteochondritis Dissecans
Dog,Labrador Retriever,Joint Trauma,"Pain, Swelling","Rest, Pain Management",Osteochondritis Dissecans
Dog,Labrador Retriever,Obesity,"Decreased Mobility, Joint Strain","Exercise, Weight Management",Osteochondritis Dissecans
Dog,Labrador Retriever,Elbow Dysplasia,"Forelimb Lameness, Pain","Anti-inflammatory Medications, Surgery",Osteochondritis Dissecans
Dog,Labrador Retriever,Growth Plate Injury,"Pain on Touch, Limping","Surgery, Splinting",Osteochondritis Dissecans
Dog,Labrador Retriever,Growth Plate Injury,"Limping, Swelling","Rest, Splinting",Osteochondritis Dissecans
Dog,Labrador Retriever,Hip Dysplasia,"Decreased Activity, Limping","Pain Medication, Physical Therapy",Osteochondritis Dissecans
Dog,Labrador Retriever,Elbow Dysplasia,"Pain, Joint Stiffness","Anti-inflammatory Medications, Surgery",Osteochondritis Dissecans
Dog,Labrador Retriever,Hip Dysplasia,"Difficulty Rising, Limping","Pain Medication, Physical Therapy",Osteochondritis Dissecans
Dog,Labrador Retriever,Growth Plate Injury,"Pain on Touch, Limping","Splinting, Surgery",Osteochondritis Dissecans
Dog,Labrador Retriever,Obesity,"Decreased Mobility, Joint Strain","Weight Management, Exercise",Osteochondritis Dissecans
Dog,Labrador Retriever,Obesity,"Joint Strain, Decreased Mobility","Weight Management, Exercise",Osteochondritis Dissecans
Dog,Labrador Retriever,Growth Plate Injury,"Limping, Swelling","Splinting, Rest",Osteochondritis Dissecans
Dog,Labrador Retriever,Hip Dysplasia,"Difficulty Rising, Decreased Activity","Surgery, Physical Therapy",Osteochondritis Dissecans
Dog,Labrador Retriever,Elbow Dysplasia,"Forelimb Lameness, Joint Stiffness","Surgery, Anti-inflammatory Medications",Osteochondritis Dissecans
Dog,Labrador Retriever,Elbow Dysplasia,"Pain, Joint Stiffness","Anti-inflammatory Medications, Surgery",Osteochondritis Dissecans
Dog,Labrador Retriever,Obesity,"Joint Strain, Decreased Mobility","Exercise, Weight Management",Osteochondritis Dissecans
Dog,Labrador Retriever,Joint Trauma,"Swelling, Sudden Lameness","Rest, Pain Management",Osteochondritis Dissecans
Dog,Labrador Retriever,Hip Dysplasia,"Difficulty Rising, Decreased Activity",Untreated,Osteochondritis Dissecans
Dog,Labrador Retriever,Joint Trauma,"Sudden Lameness, Pain","Rest, Pain Management",Osteochondritis Dissecans
Dog,Labrador Retriever,Hip Dysplasia,"Limping, Decreased Activity","Physical Therapy, Pain Medication",Osteochondritis Dissecans
Dog,Labrador Retriever,Joint Trauma,"Swelling, Sudden Lameness","Pain Management, Rest",Osteochondritis Dissecans
Dog,Labrador Retriever,Growth Plate Injury,"Limping, Pain on Touch","Surgery, Rest",Osteochondritis Dissecans
Dog,Labrador Retriever,Growth Plate Injury,"Swelling, Limping","Splinting, Rest",Osteochondritis Dissecans
Dog,Labrador Retriever,Obesity,"Joint Strain, Decreased Mobility","Weight Management, Exercise",Osteochondritis Dissecans
Dog,Labrador Retriever,Joint Trauma,"Swelling, Pain","Pain Management, Rest",Osteochondritis Dissecans
Dog,Labrador Retriever,Joint Trauma,"Swelling, Sudden Lameness","Rest, Pain Management",Osteochondritis Dissecans
Dog,Labrador Retriever,Joint Trauma,"Sudden Lameness, Pain","Pain Management, Rest",Osteochondritis Dissecans
Dog,Labrador Retriever,Growth Plate Injury,"Pain on Touch, Limping",Untreated,Osteochondritis Dissecans
Dog,Labrador Retriever,Growth Plate Injury,"Limping, Swelling","Rest, Splinting",Osteochondritis Dissecans
Dog,Labrador Retriever,Elbow Dysplasia,"Pain, Forelimb Lameness","Surgery, Anti-inflammatory Medications",Osteochondritis Dissecans
Dog,Labrador Retriever,Elbow Dysplasia,"Forelimb Lameness, Pain",Untreated,Osteochondritis Dissecans
Dog,Labrador Retriever,Elbow Dysplasia,"Pain, Joint Stiffness",Untreated,Osteochondritis Dissecans
Dog,Labrador Retriever,Hip Dysplasia,"Limping, Decreased Activity","Pain Medication, Surgery",Osteochondritis Dissecans
Dog,Labrador Retriever,Growth Plate Injury,"Swelling, Limping",Untreated,Osteochondritis Dissecans
Dog,Labrador Retriever,Obesity,"Joint Strain, Decreased Mobility","Exercise, Weight Management",Osteochondritis Dissecans
Dog,Labrador Retriever,Joint Trauma,"Swelling, Sudden Lameness","Rest, Pain Management",Osteochondritis Dissecans
Dog,Labrador Retriever,Joint Trauma,"Sudden Lameness, Pain","Rest, Pain Management",Osteochondritis Dissecans
Dog,Labrador Retriever,Growth Plate Injury,"Limping, Pain on Touch","Splinting, Rest",Osteochondritis Dissecans
Dog,Labrador Retriever,Elbow Dysplasia,"Forelimb Lameness, Joint Stiffness","Anti-inflammatory Medications, Surgery",Osteochondritis Dissecans
Dog,Labrador Retriever,Hip Dysplasia,"Difficulty Rising, Decreased Activity","Pain Medication, Physical Therapy",Osteochondritis Dissecans
Dog,Labrador Retriever,Hip Dysplasia,"Limping, Difficulty Rising","Surgery, Physical Therapy",Osteochondritis Dissecans
Dog,Labrador Retriever,Hip Dysplasia,"Decreased Activity, Limping","Pain Medication, Surgery",Osteochondritis Dissecans
Dog,Labrador Retriever,Growth Plate Injury,"Swelling, Limping","Splinting, Rest",Osteochondritis Dissecans
Dog,Labrador Retriever,Growth Plate Injury,"Pain on Touch, Limping","Surgery, Rest",Osteochondritis Dissecans
Dog,Labrador Retriever,Obesity,"Joint Strain, Decreased Mobility","Weight Management, Exercise",Osteochondritis Dissecans
Dog,Labrador Retriever,Hip Dysplasia,"Limping, Decreased Activity","Pain Medication, Physical Therapy",Osteochondritis Dissecans
Dog,Labrador Retriever,Obesity,"Joint Strain, Decreased Mobility","Weight Management, Exercise",Osteochondritis Dissecans
Dog,Labrador Retriever,Elbow Dysplasia,"Forelimb Lameness, Pain","Surgery, Anti-inflammatory Medications",Osteochondritis Dissecans
Dog,Labrador Retriever,Joint Trauma,"Swelling, Sudden Lameness",Untreated,Osteochondritis Dissecans
Dog,Labrador Retriever,Joint Trauma,"Swelling, Pain","Rest, Pain Management",Osteochondritis Dissecans
Dog,Labrador Retriever,Obesity,"Joint Strain, Decreased Mobility","Exercise, Weight Management",Osteochondritis Dissecans
Dog,Labrador Retriever,Obesity,"Decreased Mobility, Joint Strain","Weight Management, Exercise",Osteochondritis Dissecans
Dog,Labrador Retriever,Elbow Dysplasia,"Forelimb Lameness, Joint Stiffness","Surgery, Anti-inflammatory Medications",Osteochondritis Dissecans
Dog,Labrador Retriever,Growth Plate Injury,"Swelling, Pain on Touch","Splinting, Rest",Osteochondritis Dissecans
Dog,Labrador Retriever,Elbow Dysplasia,"Forelimb Lameness, Joint Stiffness","Anti-inflammatory Medications, Surgery",Osteochondritis Dissecans
Dog,Labrador Retriever,Obesity,"Decreased Mobility, Joint Strain","Weight Management, Exercise",Osteochondritis Dissecans
Dog,Labrador Retriever,Hip Dysplasia,"Limping, Decreased Activity","Physical Therapy, Surgery",Osteochondritis Dissecans
Dog,Labrador Retriever,Obesity,"Decreased Mobility, Joint Strain","Exercise, Weight Management",Osteochondritis Dissecans
Dog,Labrador Retriever,Growth Plate Injury,"Swelling, Limping","Surgery, Splinting",Osteochondritis Dissecans
Dog,Labrador Retriever,Joint Trauma,"Pain, Swelling","Pain Management, Rest",Osteochondritis Dissecans
Dog,Labrador Retriever,Obesity,"Joint Strain, Decreased Mobility","Weight Management, Exercise",Osteochondritis Dissecans
Dog,Labrador Retriever,Growth Plate Injury,"Swelling, Pain on Touch","Rest, Splinting",Osteochondritis Dissecans
Dog,Labrador Retriever,Joint Trauma,"Pain, Swelling","Pain Management, Rest",Osteochondritis Dissecans
Dog,Labrador Retriever,Growth Plate Injury,"Pain on Touch, Limping","Surgery, Splinting",Osteochondritis Dissecans
Dog,Labrador Retriever,Hip Dysplasia,"Decreased Activity, Limping","Physical Therapy, Surgery",Osteochondritis Dissecans
Dog,Labrador Retriever,Joint Trauma,"Pain, Sudden Lameness","Pain Management, Rest",Osteochondritis Dissecans
Dog,Labrador Retriever,Obesity,"Joint Strain, Decreased Mobility",Untreated,Osteochondritis Dissecans
Dog,Labrador Retriever,Joint Trauma,"Sudden Lameness, Pain","Pain Management, Rest",Osteochondritis Dissecans
Dog,Labrador Retriever,Joint Trauma,"Pain, Swelling","Rest, Pain Management",Osteochondritis Dissecans
Dog,Labrador Retriever,Elbow Dysplasia,"Forelimb Lameness, Pain","Anti-inflammatory Medications, Surgery",Osteochondritis Dissecans
Dog,Labrador Retriever,Growth Plate Injury,"Limping, Pain on Touch","Splinting, Surgery",Osteochondritis Dissecans
Dog,Labrador Retriever,Joint Trauma,"Pain, Swelling","Pain Management, Rest",Osteochondritis Dissecans
Dog,Labrador Retriever,Joint Trauma,"Swelling, Pain","Pain Management, Rest",Osteochondritis Dissecans
Dog,Labrador Retriever,Growth Plate Injury,"Pain on Touch, Limping","Rest, Surgery",Osteochondritis Dissecans
Dog,Labrador Retriever,Elbow Dysplasia,"Pain, Forelimb Lameness","Anti-inflammatory Medications, Surgery",Osteochondritis Dissecans
Dog,Labrador Retriever,Obesity,"Decreased Mobility, Joint Strain","Weight Management, Exercise",Osteochondritis Dissecans
Dog,Labrador Retriever,Growth Plate Injury,"Limping, Pain on Touch","Splinting, Rest",Osteochondritis Dissecans
Dog,Labrador Retriever,Hip Dysplasia,"Decreased Activity, Limping","Surgery, Pain Medication",Osteochondritis Dissecans
Dog,Labrador Retriever,Elbow Dysplasia,"Pain, Joint Stiffness","Anti-inflammatory Medications, Surgery",Osteochondritis Dissecans
Dog,Labrador Retriever,Hip Dysplasia,"Difficulty Rising, Decreased Activity","Pain Medication, Surgery",Osteochondritis Dissecans
Dog,Labrador Retriever,Joint Trauma,"Sudden Lameness, Pain",Untreated,Osteochondritis Dissecans
Dog,Labrador Retriever,Elbow Dysplasia,"Joint Stiffness, Forelimb Lameness","Surgery, Anti-inflammatory Medications",Osteochondritis Dissecans
Dog,Labrador Retriever,Elbow Dysplasia,"Joint Stiffness, Forelimb Lameness","Anti-inflammatory Medications, Surgery",Osteochondritis Dissecans
Dog,Labrador Retriever,Growth Plate Injury,"Swelling, Pain on Touch","Rest, Surgery",Osteochondritis Dissecans
Dog,Labrador Retriever,Joint Trauma,"Sudden Lameness, Pain","Pain Management, Rest",Osteochondritis Dissecans
Dog,Labrador Retriever,Growth Plate Injury,"Swelling, Limping","Splinting, Surgery",Osteochondritis Dissecans
Dog,Labrador Retriever,Hip Dysplasia,"Decreased Activity, Limping",Untreated,Osteochondritis Dissecans
Dog,Labrador Retriever,Arrhythmia,Fainting,No Treatment,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Arrhythmia,Fainting,No Treatment,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Congenital Heart Defect,Lethargy,No Treatment,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Pulmonary Hypertension,Labored Breathing,Diuretics,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Pulmonary Hypertension,Bluish Gums,Oxygen Therapy,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Arrhythmia,Fainting,No Treatment,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Obesity,Exercise Intolerance,Weight Management,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Congenital Heart Defect,Fatigue,Surgery,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Pulmonary Hypertension,Labored Breathing,Diuretics,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Pulmonary Hypertension,Labored Breathing,Diuretics,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Pulmonary Hypertension,Labored Breathing,Diuretics,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Arrhythmia,Irregular Heartbeat,Anti-arrhythmic Drugs,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Congenital Heart Defect,Difficulty Breathing,Surgery,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Mitral Valve Disease,Coughing,ACE inhibitors,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Arrhythmia,Fainting,No Treatment,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Obesity,Exercise Intolerance,Dietary Modifications,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Pulmonary Hypertension,Bluish Gums,Oxygen Therapy,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Obesity,Weight Gain,Dietary Modifications,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Arrhythmia,Fainting,Anti-arrhythmic Drugs,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Mitral Valve Disease,Coughing,Dietary Changes,Tricuspid Valve Dysplasia
Dog,Labrador Retriever,Arrhythmia,Irregular Heartbeat,No Treatment,Tricuspid Valve Dysplasia
